!gpa-version: 1.1
!Submission Date: 03/28/2017
!
!Project_name: CollecTF - Experimentally validated
!URL: http://www.collectf.org/
!Contact Email: collectf@umbc.edu
!
!DB	DB_Object_ID	Relationship	GO ID	Reference	Evidence code	With (or) From	Interacting taxon ID	Date	Assigned By	Annotation Extension	Annotation Properties
UniProtKB	Q8NLC5	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NRW3	involved_in	GO:0009432	PMID:19372162	ECO:0005525			20170328	CollecTF		
UniProtKB	Q8NRB5	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NNV2	involved_in	GO:0009432	PMID:19372162	ECO:0005525			20170328	CollecTF		
UniProtKB	Q8NS90	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NPY9	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NNH3	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NNH3	involved_in	GO:0009432	PMID:19372162	ECO:0005525			20170328	CollecTF		
UniProtKB	Q9AE10	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NQQ1	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q9AE09	involved_in	GO:0009432	PMID:19372162	ECO:0005525			20170328	CollecTF		
UniProtKB	Q9AE10	involved_in	GO:0009432	PMID:19372162	ECO:0005525			20170328	CollecTF		
UniProtKB	Q9AE09	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NTB5	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NNM4	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NSB1	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NMB3	involved_in	GO:0009432	PMID:19372162	ECO:0005525			20170328	CollecTF		
UniProtKB	Q8NPJ8	involved_in	GO:0009432	PMID:19372162	ECO:0005525			20170328	CollecTF		
UniProtKB	Q8NPK6	involved_in	GO:0009432	PMID:19372162	ECO:0005525			20170328	CollecTF		
UniProtKB	P42442	involved_in	GO:0009432	PMID:19372162	ECO:0005525			20170328	CollecTF		
UniProtKB	Q8NR02	involved_in	GO:0009432	PMID:19372162	ECO:0005525			20170328	CollecTF		
UniProtKB	Q8NR86	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NTB4	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NPY9	involved_in	GO:0009432	PMID:19372162	ECO:0005525			20170328	CollecTF		
UniProtKB	Q8NSM6	involved_in	GO:0009432	PMID:19372162	ECO:0005525			20170328	CollecTF		
UniProtKB	Q8NS90	involved_in	GO:0009432	PMID:19372162	ECO:0005525			20170328	CollecTF		
UniProtKB	Q8NNV2	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NSE2	involved_in	GO:0009432	PMID:19372162	ECO:0005525			20170328	CollecTF		
UniProtKB	Q8NPY8	involved_in	GO:0009432	PMID:19372162	ECO:0005525			20170328	CollecTF		
UniProtKB	Q6M7C6	involved_in	GO:0009432	PMID:19372162	ECO:0005525			20170328	CollecTF		
UniProtKB	Q6M7C6	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NQQ0	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NPJ8	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NQM0	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NR87	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NMB3	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	Q8NPK6	involved_in	GO:0009432	PMID:19372162	ECO:0001808			20170328	CollecTF		
UniProtKB	A0A074IWI7	enables	GO:0000976	PMID:24951785	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A074IWI7	part_of	GO:0032993	PMID:24951785	ECO:0005620			20170328	CollecTF		
UniProtKB	A0A074IWI7	enables	GO:0000976	PMID:24951785	ECO:0005620			20170328	CollecTF		
UniProtKB	A0A074IWI7	part_of	GO:0032993	PMID:24951785	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A074IWI7	enables	GO:0001217	PMID:24951785	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A074IWI7	enables	GO:0001217	PMID:24951785	ECO:0005620			20170328	CollecTF		
UniProtKB	A0A074IWI7	involved_in	GO:0045892	PMID:24951785	ECO:0005676			20170328	CollecTF		
UniProtKB	A0A074IWI7	involved_in	GO:0045892	PMID:24951785	ECO:0005617			20170328	CollecTF		
UniProtKB	A0A087I6S4	enables	GO:0001217	PMID:19320834	ECO:0005631	RefSeq:NC_004460.2		20170328	CollecTF		
UniProtKB	A0A087I6S4	enables	GO:0000976	PMID:19320834	ECO:0005631	RefSeq:NC_004460.2		20170328	CollecTF		
UniProtKB	A0A087I6S4	part_of	GO:0032993	PMID:19320834	ECO:0005631	RefSeq:NC_004460.2		20170328	CollecTF		
UniProtKB	A0A087I6S4	enables	GO:0001217	PMID:19320834	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A087I6S4	part_of	GO:0032993	PMID:19320834	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A087I6S4	enables	GO:0000976	PMID:19320834	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0B6P4W3	enables	GO:0000976	PMID:20661307	ECO:0006007			20170328	CollecTF		
UniProtKB	A0A0B6P4W3	enables	GO:0001216	PMID:18366809	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0B6P4W3	part_of	GO:0032993	PMID:18366809	ECO:0005631	RefSeq:NC_003143.1		20170328	CollecTF		
UniProtKB	A0A0B6P4W3	enables	GO:0001130	PMID:20661307	ECO:0006007			20170328	CollecTF		
UniProtKB	A0A0B6P4W3	enables	GO:0000976	PMID:18366809	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0B6P4W3	enables	GO:0001217	PMID:18366809	ECO:0005631	RefSeq:NC_003143.1		20170328	CollecTF		
UniProtKB	A0A0B6P4W3	enables	GO:0001217	PMID:18366809	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0B6P4W3	part_of	GO:0032993	PMID:18366809	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0B6P4W3	enables	GO:0001216	PMID:18366809	ECO:0005631	RefSeq:NC_003143.1		20170328	CollecTF		
UniProtKB	A0A0B6P4W3	enables	GO:0000976	PMID:18366809	ECO:0005631	RefSeq:NC_003143.1		20170328	CollecTF		
UniProtKB	A0A0B6P4W3	part_of	GO:0032993	PMID:20661307	ECO:0006007			20170328	CollecTF		
UniProtKB	A0A0B6P4W3	involved_in	GO:0045893	PMID:18366809	ECO:0005525			20170328	CollecTF		
UniProtKB	A0A0B6P4W3	involved_in	GO:0045892	PMID:18366809	ECO:0005525			20170328	CollecTF		
UniProtKB	A0A0B6P4W3	involved_in	GO:0006355	PMID:20661307	ECO:0005525			20170328	CollecTF		
UniProtKB	A0A0C6FYN7	part_of	GO:0032993	PMID:19841076	ECO:0005629			20170328	CollecTF		
UniProtKB	A0A0C6FYN7	enables	GO:0000976	PMID:15345406	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0C6FYN7	enables	GO:0001217	PMID:19841076	ECO:0005629			20170328	CollecTF		
UniProtKB	A0A0C6FYN7	part_of	GO:0032993	PMID:15345406	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0C6FYN7	enables	GO:0001130	PMID:15345406	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0C6FYN7	part_of	GO:0032993	PMID:18490461	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0C6FYN7	enables	GO:0001217	PMID:18490461	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0C6FYN7	enables	GO:0000976	PMID:18490461	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0C6FYN7	enables	GO:0001216	PMID:19841076	ECO:0005629			20170328	CollecTF		
UniProtKB	A0A0C6FYN7	enables	GO:0000976	PMID:19841076	ECO:0005629			20170328	CollecTF		
UniProtKB	A0A0C6FYN7	involved_in	GO:0045892	PMID:18490461	ECO:0001808			20170328	CollecTF		
UniProtKB	A0A0C6FYN7	involved_in	GO:0045892	PMID:18490461	ECO:0005648			20170328	CollecTF		
UniProtKB	A0A0C6FYN7	involved_in	GO:0045892	PMID:18490461	ECO:0005525			20170328	CollecTF		
UniProtKB	A0A0C6FYN7	involved_in	GO:0045892	PMID:19841076	ECO:0001808			20170328	CollecTF		
UniProtKB	A0A0C6FYN7	involved_in	GO:0045893	PMID:19841076	ECO:0001808			20170328	CollecTF		
UniProtKB	A0A0C6FYN7	involved_in	GO:0045892	PMID:19841076	ECO:0005527			20170328	CollecTF		
UniProtKB	A0A0C7D413	part_of	GO:0032993	PMID:20304990	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0C7D413	enables	GO:0000976	PMID:20304990	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0C7D413	enables	GO:0001216	PMID:20304990	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0C7D413	involved_in	GO:0045893	PMID:20304990	ECO:0005525			20170328	CollecTF		
UniProtKB	A0A0E2J8L1	part_of	GO:0032993	PMID:20624907	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0E2J8L1	enables	GO:0001217	PMID:20624907	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0E2J8L1	enables	GO:0000976	PMID:20624907	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0E2J8L1	enables	GO:0000976	PMID:20624907	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0E2J8L1	part_of	GO:0032993	PMID:20624907	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0E2J8L1	enables	GO:0001217	PMID:20624907	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0E2J8L1	involved_in	GO:0045892	PMID:20624907	ECO:0005660			20170328	CollecTF		
UniProtKB	A0A0F3HTU8	part_of	GO:0032993	PMID:16428398	ECO:0005631	RefSeq:NC_009785.1		20170328	CollecTF		
UniProtKB	A0A0F3HTU8	enables	GO:0000976	PMID:16428398	ECO:0005631	RefSeq:NC_009785.1		20170328	CollecTF		
UniProtKB	A0A0F3HTU8	part_of	GO:0032993	PMID:16428398	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0F3HTU8	enables	GO:0001216	PMID:16428398	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0F3HTU8	enables	GO:0001216	PMID:16428398	ECO:0005631	RefSeq:NC_009785.1		20170328	CollecTF		
UniProtKB	A0A0F3HTU8	enables	GO:0000976	PMID:16428398	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0F3HTU8	involved_in	GO:0045893	PMID:16428398	ECO:0005617			20170328	CollecTF		
UniProtKB	A0A0F6AWN9	enables	GO:0000976	PMID:24272778	ECO:0006009			20170328	CollecTF		
UniProtKB	A0A0F6AWN9	enables	GO:0001216	PMID:24272778	ECO:0005620			20170328	CollecTF		
UniProtKB	A0A0F6AWN9	part_of	GO:0032993	PMID:24272778	ECO:0005620			20170328	CollecTF		
UniProtKB	A0A0F6AWN9	enables	GO:0001216	PMID:24272778	ECO:0006009			20170328	CollecTF		
UniProtKB	A0A0F6AWN9	part_of	GO:0032993	PMID:24272778	ECO:0006009			20170328	CollecTF		
UniProtKB	A0A0F6AWN9	enables	GO:0000976	PMID:24272778	ECO:0005620			20170328	CollecTF		
UniProtKB	A0A0F6AWN9	involved_in	GO:0045893	PMID:24272778	ECO:0005664			20170328	CollecTF		
UniProtKB	A0A0F6AXY2	enables	GO:0000976	PMID:20807206	ECO:0005631	RefSeq:NC_016856.1		20170328	CollecTF		
UniProtKB	A0A0F6AXY2	enables	GO:0001216	PMID:20807206	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0F6AXY2	part_of	GO:0032993	PMID:20807206	ECO:0005631	RefSeq:NC_016856.1		20170328	CollecTF		
UniProtKB	A0A0F6AXY2	part_of	GO:0032993	PMID:20807206	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0F6AXY2	enables	GO:0000976	PMID:20807206	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0F6AXY2	enables	GO:0001216	PMID:20807206	ECO:0005631	RefSeq:NC_016856.1		20170328	CollecTF		
UniProtKB	A0A0F6AXY2	involved_in	GO:0045893	PMID:20807206	ECO:0000279			20170328	CollecTF		
UniProtKB	A0A0H0Y234	enables	GO:0001216	PMID:16971386	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H0Y234	part_of	GO:0032993	PMID:16971386	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H0Y234	enables	GO:0000976	PMID:16971386	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H0Y234	involved_in	GO:0045893	PMID:16971386	ECO:0005648			20170328	CollecTF		
UniProtKB	A0A0H2X9M1	involved_in	GO:0045893	PMID:19810809	ECO:0005641			20170328	CollecTF		
UniProtKB	A0A0H2ZHG6	involved_in	GO:0045893	PMID:19832907	ECO:0005661			20170328	CollecTF		
UniProtKB	A0A0H2ZHG6	involved_in	GO:0045893	PMID:19832907	ECO:0001808			20170328	CollecTF		
UniProtKB	A0A0H2ZQ65	involved_in	GO:0045892	PMID:22039538	ECO:0005525			20170328	CollecTF		
UniProtKB	A0A0H2ZQ65	involved_in	GO:0045893	PMID:22039538	ECO:0005525			20170328	CollecTF		
UniProtKB	A0A0H3AK48	part_of	GO:0032993	PMID:9701817	ECO:0005631	RefSeq:NC_009457.1		20170328	CollecTF		
UniProtKB	A0A0H3AK48	enables	GO:0001217	PMID:9701817	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3AK48	enables	GO:0000976	PMID:23297386	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3AK48	enables	GO:0000976	PMID:23297386	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H3AK48	enables	GO:0000976	PMID:10632889	ECO:0005631	RefSeq:NC_009457.1		20170328	CollecTF		
UniProtKB	A0A0H3AK48	enables	GO:0001216	PMID:8576041	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3AK48	enables	GO:0001216	PMID:23297386	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3AK48	part_of	GO:0032993	PMID:8576041	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H3AK48	enables	GO:0001216	PMID:8576041	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H3AK48	enables	GO:0001217	PMID:10632889	ECO:0005631	RefSeq:NC_009457.1		20170328	CollecTF		
UniProtKB	A0A0H3AK48	enables	GO:0000976	PMID:7830555	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3AK48	part_of	GO:0032993	PMID:10632889	ECO:0005631	RefSeq:NC_009457.1		20170328	CollecTF		
UniProtKB	A0A0H3AK48	part_of	GO:0032993	PMID:8576041	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3AK48	enables	GO:0000976	PMID:9701817	ECO:0005631	RefSeq:NC_009457.1		20170328	CollecTF		
UniProtKB	A0A0H3AK48	part_of	GO:0032993	PMID:9701817	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3AK48	enables	GO:0001216	PMID:23297386	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H3AK48	enables	GO:0000976	PMID:9701817	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3AK48	enables	GO:0000976	PMID:8576041	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H3AK48	part_of	GO:0032993	PMID:7830555	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3AK48	enables	GO:0001216	PMID:7830555	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3AK48	enables	GO:0000976	PMID:8576041	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3AK48	enables	GO:0001217	PMID:9701817	ECO:0005631	RefSeq:NC_009457.1		20170328	CollecTF		
UniProtKB	A0A0H3AK48	part_of	GO:0032993	PMID:23297386	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3AK48	part_of	GO:0032993	PMID:23297386	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H3AK48	involved_in	GO:0045893	PMID:7830555	ECO:0005657			20170328	CollecTF		
UniProtKB	A0A0H3C2M1	enables	GO:0001217	PMID:19520766	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3C2M1	enables	GO:0001216	PMID:19520766	ECO:0005631	RefSeq:NC_002696.2		20170328	CollecTF		
UniProtKB	A0A0H3C2M1	enables	GO:0001217	PMID:23941329	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3C2M1	enables	GO:0000976	PMID:19520766	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H3C2M1	enables	GO:0000976	PMID:19520766	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3C2M1	enables	GO:0000976	PMID:23941329	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3C2M1	enables	GO:0001216	PMID:19520766	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3C2M1	part_of	GO:0032993	PMID:19520766	ECO:0005631	RefSeq:NC_002696.2		20170328	CollecTF		
UniProtKB	A0A0H3C2M1	part_of	GO:0032993	PMID:23941329	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3C2M1	enables	GO:0000976	PMID:19520766	ECO:0005631	RefSeq:NC_002696.2		20170328	CollecTF		
UniProtKB	A0A0H3C2M1	part_of	GO:0032993	PMID:19520766	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H3C2M1	part_of	GO:0032993	PMID:19520766	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3C2M1	enables	GO:0001217	PMID:19520766	ECO:0005631	RefSeq:NC_002696.2		20170328	CollecTF		
UniProtKB	A0A0H3C2M1	enables	GO:0001216	PMID:19520766	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H3C2M1	involved_in	GO:0045892	PMID:23941329	ECO:0005525			20170328	CollecTF		
UniProtKB	A0A0H3CCE6	involved_in	GO:0071281	PMID:23941329	ECO:0005525			20170328	CollecTF		
UniProtKB	A0A0H3CCL0	enables	GO:0000976	PMID:21257767	ECO:0005631	RefSeq:NC_011916.1		20170328	CollecTF		
UniProtKB	A0A0H3CCL0	enables	GO:0000976	PMID:21257767	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3CCL0	enables	GO:0001216	PMID:21257767	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3CCL0	enables	GO:0001216	PMID:21257767	ECO:0005631	RefSeq:NC_011916.1		20170328	CollecTF		
UniProtKB	A0A0H3CCL0	part_of	GO:0032993	PMID:21257767	ECO:0005631	RefSeq:NC_011916.1		20170328	CollecTF		
UniProtKB	A0A0H3CCL0	part_of	GO:0032993	PMID:21257767	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3K9R5	involved_in	GO:0045892	PMID:21812885	ECO:0001808			20170328	CollecTF		
UniProtKB	A0A0H3K9R5	involved_in	GO:0045892	PMID:21812885	ECO:0005653			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0000976	PMID:21926235	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0000976	PMID:17501920	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	part_of	GO:0032993	PMID:12421317	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0000976	PMID:15838027	ECO:0005631	RefSeq:NC_012668.1		20170328	CollecTF		
UniProtKB	A0A0H3Q915	part_of	GO:0032993	PMID:23382174	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0001216	PMID:19276207	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0001217	PMID:15838027	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H3Q915	part_of	GO:0032993	PMID:15838027	ECO:0005631	RefSeq:NC_012668.1		20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0001217	PMID:15838027	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0000976	PMID:12421317	ECO:0005631	RefSeq:NC_012668.1		20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0001217	PMID:12421317	ECO:0005631	RefSeq:NC_012668.1		20170328	CollecTF		
UniProtKB	A0A0H3Q915	part_of	GO:0032993	PMID:21926235	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	part_of	GO:0032993	PMID:17501920	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0001217	PMID:15838027	ECO:0005631	RefSeq:NC_012668.1		20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0043565	PMID:23382174	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0000976	PMID:19276207	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	part_of	GO:0032993	PMID:23382174	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H3Q915	part_of	GO:0032993	PMID:24155884	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	part_of	GO:0032993	PMID:15838027	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0043565	PMID:23382174	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0001217	PMID:17501920	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0001217	PMID:19276207	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	part_of	GO:0032993	PMID:15838027	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0000976	PMID:15838027	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0043565	PMID:24155884	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0001217	PMID:12421317	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0001217	PMID:21926235	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	part_of	GO:0032993	PMID:12421317	ECO:0005631	RefSeq:NC_012668.1		20170328	CollecTF		
UniProtKB	A0A0H3Q915	part_of	GO:0032993	PMID:19276207	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0000976	PMID:15838027	ECO:0005667			20170328	CollecTF		
UniProtKB	A0A0H3Q915	enables	GO:0000976	PMID:12421317	ECO:0001807			20170328	CollecTF		
UniProtKB	A0A0H3Q915	involved_in	GO:0045893	PMID:19276207	ECO:0005648			20170328	CollecTF		
UniProtKB	A0A0H3Q915	involved_in	GO:0045892	PMID:15838027	ECO:0005661			20170328	CollecTF		
UniProtKB	A0A0H3Q915	involved_in	GO:0045892	PMID:19276207	ECO:0005648			20170328	CollecTF		
UniProtKB	A0A0H3Q915	involved_in	GO:0045892	PMID:15838027	ECO:0005648			20170328	CollecTF		
